Fecha;Código de Producto;Categoría;Cantidad;Precio Unitario;venta_total;Año;Mes;Dia ;Dia_Semana ;Trimestre;Mes_Seno (CRÍTICA PARA ML);Mes_Coseno (CRÍTICA PARA ML);Dia_Semana_Seno;Dia_Semana_Coseno;Rango_Precio;Es_Fin_Semana;Es_Inicio_Mes;Es_Fin_Mes;Frecuencia_Producto;
8/09/2024;HYUNDAI EXCEL;FARO POSTERIOR;2;72.03;144.06;2024;9;8;0;3;-1;-1.83772E-16;0;1;MEDIO;1;0;0;4;
8/09/2024;RD;RADIADOR;2;148.31;296.62;2024;9;8;0;3;-1;-1.83772E-16;0;1;MEDIO;1;0;0;4;
8/09/2024;N300;FARO POSTERIOR;1;46.61;46.61;2024;9;8;0;3;-1;-1.83772E-16;0;1;ECONOMICO;1;0;0;16;
8/09/2024;NARVA;FOCOS;1;4.24;4.24;2024;9;8;0;3;-1;-1.83772E-16;0;1;ECONOMICO;1;0;0;15;
8/09/2024;N300;DIRECCIONAL;2;29.66;59.32;2024;9;8;0;3;-1;-1.83772E-16;0;1;ECONOMICO;1;0;0;16;
8/09/2024;TOYOTA COROLLA;FARO POSTERIOR;1;105.93;105.93;2024;9;8;0;3;-1;-1.83772E-16;0;1;MEDIO;1;0;0;66;
8/09/2024;FC;FOCOS H4 LUPA;1;118.64;118.64;2024;9;8;0;3;-1;-1.83772E-16;0;1;MEDIO;1;0;0;7;
8/09/2024;TOYOTA;VENTILADOR;2;101.69;203.38;2024;9;8;0;3;-1;-1.83772E-16;0;1;MEDIO;1;0;0;4;
8/09/2024;N300;GUARDAFANGO;1;67.8;67.8;2024;9;8;0;3;-1;-1.83772E-16;0;1;MEDIO;1;0;0;16;
8/09/2024;N300;FARO POSTERIOR;1;42.37;42.37;2024;9;8;0;3;-1;-1.83772E-16;0;1;ECONOMICO;1;0;0;16;
8/09/2024;YARIS 2010;PARACHOQUE DELANTERO;1;110.17;110.17;2024;9;8;0;3;-1;-1.83772E-16;0;1;MEDIO;1;0;0;1;
11/09/2024;CHEVROLET AVEO;PARACHOQUE DELANTERO;1;135.59;135.59;2024;9;11;3;3;-1;-1.83772E-16;0.433883739;-0.900968868;MEDIO;0;0;0;10;
11/09/2024;CHEVROLET AVEO;GUARDAFANGO;2;101.69;203.38;2024;9;11;3;3;-1;-1.83772E-16;0.433883739;-0.900968868;MEDIO;0;0;0;10;
11/09/2024;CHEVROLET AVEO;CAPOT;1;322.03;322.03;2024;9;11;3;3;-1;-1.83772E-16;0.433883739;-0.900968868;ALTO;0;0;0;10;
11/09/2024;CHEVROLET AVEO;MÁSCARA;1;59.32;59.32;2024;9;11;3;3;-1;-1.83772E-16;0.433883739;-0.900968868;MEDIO;0;0;0;10;
11/09/2024;CHEVROLET AVEO;MANDIL;1;29.66;29.66;2024;9;11;3;3;-1;-1.83772E-16;0.433883739;-0.900968868;ECONOMICO;0;0;0;10;
11/09/2024;CHEVROLET AVEO;TAPA DE NEBLINERO CROMADO;1;25.42;25.42;2024;9;11;3;3;-1;-1.83772E-16;0.433883739;-0.900968868;ECONOMICO;0;0;0;10;
11/09/2024;CHEVROLET AVEO;REGLA CROMODA;1;42.37;42.37;2024;9;11;3;3;-1;-1.83772E-16;0.433883739;-0.900968868;ECONOMICO;0;0;0;10;
11/09/2024;N400;PARACHOQUE DELANTERO;1;169.49;169.49;2024;9;11;3;3;-1;-1.83772E-16;0.433883739;-0.900968868;ALTO;0;0;0;2;
12/09/2024;KIA RIO;RADIADOR;1;135.59;135.59;2024;9;12;4;3;-1;-1.83772E-16;-0.433883739;-0.900968868;MEDIO;0;0;0;57;
12/09/2024;KIA RIO;VENTILADOR;2;135.59;271.18;2024;9;12;4;3;-1;-1.83772E-16;-0.433883739;-0.900968868;MEDIO;0;0;0;57;
12/09/2024;KIA RIO;MANGUERA;2;12.71;25.42;2024;9;12;4;3;-1;-1.83772E-16;-0.433883739;-0.900968868;ECONOMICO;0;0;0;57;
12/09/2024;KIA RIO;REFRIGERANTE;2;29.66;59.32;2024;9;12;4;3;-1;-1.83772E-16;-0.433883739;-0.900968868;ECONOMICO;0;0;0;57;
12/09/2024;KIA RIO;SOPORTE DE RADIADOR;2;12.71;25.42;2024;9;12;4;3;-1;-1.83772E-16;-0.433883739;-0.900968868;ECONOMICO;0;0;0;57;
14/09/2024;KIA CERATO;FARO DELANTERO;1;360.17;360.17;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;ALTO;1;0;0;19;
14/09/2024;KIA CERATO;CHAPA;1;127.12;127.12;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;MEDIO;1;0;0;19;
14/09/2024;KIA CERATO;PORTA FILTRO;2;118.64;237.28;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;MEDIO;1;0;0;19;
14/09/2024;KIA CERATO;PORTA CHAPA;1;110.17;110.17;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;MEDIO;1;0;0;19;
14/09/2024;KIA CERATO;REJILLA DE PARABRISA;1;296.61;296.61;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;ALTO;1;0;0;19;
14/09/2024;KIA CERATO;TANQUE DE PARABRISA;2;135.59;271.18;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;MEDIO;1;0;0;19;
14/09/2024;KIA CERATO;MANDILES DE LLANTA;1;33.9;33.9;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;ECONOMICO;1;0;0;19;
14/09/2024;KIA CERATO;MANDIL DE MOTOR;1;84.75;84.75;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;MEDIO;1;0;0;19;
14/09/2024;KIA CERATO;BASE;1;144.07;144.07;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;MEDIO;1;0;0;19;
14/09/2024;KIA CERATO;RESONADOR;1;118.64;118.64;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;MEDIO;1;0;0;19;
14/09/2024;KIA CERATO;KIT DE NEBLINERO;2;211.86;423.72;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;ALTO;1;0;0;19;
14/09/2024;KIA CERATO;PARACHOQUE DELANTERO;1;211.86;211.86;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;ALTO;1;0;0;19;
14/09/2024;KIA CERATO;RADIADOR;1;161.02;161.02;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;ALTO;1;0;0;19;
14/09/2024;KIA CERATO;VENTILADOR;1;165.25;165.25;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;ALTO;1;0;0;19;
14/09/2024;KIA CERATO;FRONTAL;1;237.29;237.29;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;ALTO;1;0;0;19;
14/09/2024;KIA CERATO;MANGUERA;1;29.66;29.66;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;ECONOMICO;1;0;0;19;
14/09/2024;KIA CERATO;CAPOT;1;338.98;338.98;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;ALTO;1;0;0;19;
14/09/2024;KIA CERATO;SOPORTE;1;135.59;135.59;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;MEDIO;1;0;0;19;
14/09/2024;KIA CERATO;MÁSCARA;2;118.64;237.28;2024;9;14;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;MEDIO;1;0;0;19;
15/09/2024;TOYOTA RUSH;FARO DELANTERO;2;550.85;1101.7;2024;9;15;0;3;-1;-1.83772E-16;0;1;PREMIUM;1;0;0;1;
16/09/2024;MITSHUBISI L200;FARO DELANTERO;2;21.19;42.38;2024;9;16;1;3;-1;-1.83772E-16;0.781831482;0.623489802;ECONOMICO;0;0;0;11;
16/09/2024;MITSHUBISI L201;FARO POSTERIORE;2;50.85;101.7;2024;9;16;1;3;-1;-1.83772E-16;0.781831482;0.623489802;MEDIO;0;0;0;2;
16/09/2024;MITSHUBISI L202;BASE DE FARO;1;16.95;16.95;2024;9;16;1;3;-1;-1.83772E-16;0.781831482;0.623489802;ECONOMICO;0;0;0;1;
16/09/2024;MITSHUBISI L203;DIRECCIONALES;1;33.9;33.9;2024;9;16;1;3;-1;-1.83772E-16;0.781831482;0.623489802;ECONOMICO;0;0;0;1;
16/09/2024;MITSHUBISI L204;FARITO DE PARACHOQUE;2;46.61;93.22;2024;9;16;1;3;-1;-1.83772E-16;0.781831482;0.623489802;ECONOMICO;0;0;0;1;
17/09/2024;TOYOTA COROLLA;PARA CHOQUE DELANTERO;1;101.69;101.69;2024;9;17;2;3;-1;-1.83772E-16;0.974927912;-0.222520934;MEDIO;0;0;0;66;
17/09/2024;TOYOTA COROLLA;FARO DELANTERO;1;55.08;55.08;2024;9;17;2;3;-1;-1.83772E-16;0.974927912;-0.222520934;MEDIO;0;0;0;66;
17/09/2024;TOYOTA COROLLA;DIRECCIONAL;2;19.07;38.14;2024;9;17;2;3;-1;-1.83772E-16;0.974927912;-0.222520934;ECONOMICO;0;0;0;66;
17/09/2024;TOYOTA COROLLA;FARITO DE PARA CHOQUE;1;12.71;12.71;2024;9;17;2;3;-1;-1.83772E-16;0.974927912;-0.222520934;ECONOMICO;0;0;0;66;
18/09/2024;NISSAN B16;DIRECCIONAL;1;29.66;29.66;2024;9;18;3;3;-1;-1.83772E-16;0.433883739;-0.900968868;ECONOMICO;0;0;0;8;
19/09/2024;HYUNDAI STAREX;PARACHOQUE DELANTERO;1;135.59;135.59;2024;9;19;4;3;-1;-1.83772E-16;-0.433883739;-0.900968868;MEDIO;0;0;0;8;
19/09/2024;HYUNDAI STAREX;FARO DELANTERO;1;101.69;101.69;2024;9;19;4;3;-1;-1.83772E-16;-0.433883739;-0.900968868;MEDIO;0;0;0;8;
19/09/2024;HYUNDAI STAREX;DIRECCIONALES;2;33.9;67.8;2024;9;19;4;3;-1;-1.83772E-16;-0.433883739;-0.900968868;ECONOMICO;0;0;0;8;
19/09/2024;HYUNDAI STAREX;PARACHOQUE POSTERIOR;1;211.86;211.86;2024;9;19;4;3;-1;-1.83772E-16;-0.433883739;-0.900968868;ALTO;0;0;0;8;
19/09/2024;HYUNDAI STAREX;FARO POSTERIORE;1;59.32;59.32;2024;9;19;4;3;-1;-1.83772E-16;-0.433883739;-0.900968868;MEDIO;0;0;0;8;
19/09/2024;HYUNDAI STAREX;MANIJAS;1;21.19;21.19;2024;9;19;4;3;-1;-1.83772E-16;-0.433883739;-0.900968868;ECONOMICO;0;0;0;8;
20/09/2024;MITSHUBISI L200;FARO POSTERIORE;1;110.07;110.07;2024;9;20;5;3;-1;-1.83772E-16;-0.974927912;-0.222520934;MEDIO;0;0;0;11;
21/09/2024;SW;GUARDAFANGO;1;101.69;101.69;2024;9;21;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;MEDIO;1;0;0;1;
22/09/2024;NISSAN TIDA;PARACHOQUE DELANTERO;1;169.49;169.49;2024;9;22;0;3;-1;-1.83772E-16;0;1;ALTO;1;0;0;14;
23/09/2024;NISSAN TIDA;MANDIL DE LLANTA;1;38.14;38.14;2024;9;23;1;3;-1;-1.83772E-16;0.781831482;0.623489802;ECONOMICO;0;0;0;14;
24/09/2024;FP;FARO POSTERIOR;2;16.94;33.88;2024;9;24;2;3;-1;-1.83772E-16;0.974927912;-0.222520934;ECONOMICO;0;0;0;2;
25/09/2024;FL;FARITOS LATERALES;2;11.02;22.04;2024;9;25;3;3;-1;-1.83772E-16;0.433883739;-0.900968868;ECONOMICO;0;0;1;3;
26/09/2024;S;SUIT LEVANTA LUNA;2;8.47;16.94;2024;9;26;4;3;-1;-1.83772E-16;-0.433883739;-0.900968868;ECONOMICO;0;0;1;1;
27/09/2024;CHEVROLET AVEO;FARO DELANTERO Y CAPOT;2;805.08;1610.16;2024;9;27;5;3;-1;-1.83772E-16;-0.974927912;-0.222520934;PREMIUM;0;0;1;10;
28/09/2024;NISSAN AD;PARACHOQUE DELANTERO;1;177.97;177.97;2024;9;28;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;ALTO;1;0;1;40;
28/09/2024;NISSAN AD;FARO DELANTERO;1;33.9;33.9;2024;9;28;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;ECONOMICO;1;0;1;40;
28/09/2024;NISSAN AD;INTERMITENTES;2;29.66;59.32;2024;9;28;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;ECONOMICO;1;0;1;40;
28/09/2024;NISSAN AD;FARO POSTERIORE;1;29.66;29.66;2024;9;28;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;ECONOMICO;1;0;1;40;
28/09/2024;NISSAN AD;PARACHOQUE POSTERIOR;1;177.97;177.97;2024;9;28;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;ALTO;1;0;1;40;
28/09/2024;NISSAN AD;PLUMILLAS;2;16.95;33.9;2024;9;28;6;3;-1;-1.83772E-16;-0.781831482;0.623489802;ECONOMICO;1;0;1;40;
1/10/2024;GRAND 110;FRONTAL;1;220.34;220.34;2024;10;1;2;4;-0.866025404;0.5;0.974927912;-0.222520934;ALTO;0;1;0;1;
2/10/2024;KIA RIO;PARACHOQUE DELANTERO;1;194.92;194.92;2024;10;2;3;4;-0.866025404;0.5;0.433883739;-0.900968868;ALTO;0;1;0;57;
3/10/2024;KIA RIO;PARACHOQUE POSTERIOR;1;203.39;203.39;2024;10;3;4;4;-0.866025404;0.5;-0.433883739;-0.900968868;ALTO;0;1;0;57;
4/10/2024;KIA RIO;BRACKETS;1;50.85;50.85;2024;10;4;5;4;-0.866025404;0.5;-0.974927912;-0.222520934;MEDIO;0;1;0;57;
5/10/2024;TOYOTA YARIS;MANDIL DE MOTOR;1;72.03;72.03;2024;10;5;6;4;-0.866025404;0.5;-0.781831482;0.623489802;MEDIO;1;1;0;36;
6/10/2024;HYUNDAI H100;FARO DELANTERO;2;110.17;220.34;2024;10;6;0;4;-0.866025404;0.5;0;1;MEDIO;1;0;0;7;
7/10/2024;HYUNDAI H100;PARACHOQUE DELANTERO;1;135.59;135.59;2024;10;7;1;4;-0.866025404;0.5;0.781831482;0.623489802;MEDIO;0;0;0;7;
8/10/2024;HYUNDAI H100;FARO POSTERIOR;2;50.85;101.7;2024;10;8;2;4;-0.866025404;0.5;0.974927912;-0.222520934;MEDIO;0;0;0;7;
9/10/2024;JAC;AMORTIGUADOR DELANTERO MONROY;2;203.39;406.78;2024;10;9;3;4;-0.866025404;0.5;0.433883739;-0.900968868;ALTO;0;0;0;1;
10/10/2024;HYUNDAI H100;REPUESTOS PARA CARROS;1;423.73;423.73;2024;10;10;4;4;-0.866025404;0.5;-0.433883739;-0.900968868;ALTO;0;0;0;7;
11/10/2024;N300;PARACHOQUE DELANTERO;1;110.17;110.17;2024;10;11;5;4;-0.866025404;0.5;-0.974927912;-0.222520934;MEDIO;0;0;0;16;
12/10/2024;CHEVROLET AVEO;RADIADOR;1;211.86;211.86;2024;10;12;6;4;-0.866025404;0.5;-0.781831482;0.623489802;ALTO;1;0;0;10;
13/10/2024;NISSAN VERSA;FARO DELANTERO;2;177.97;355.94;2024;10;13;0;4;-0.866025404;0.5;0;1;ALTO;1;0;0;18;
14/10/2024;NISSAN VERSA;MÁSCARA;1;152.54;152.54;2024;10;14;1;4;-0.866025404;0.5;0.781831482;0.623489802;ALTO;0;0;0;18;
15/10/2024;CHEVROLET AVEO;PARACHOQUE DELANTERO;1;101.69;101.69;2024;10;15;2;4;-0.866025404;0.5;0.974927912;-0.222520934;MEDIO;0;0;0;10;
16/10/2024;NISSAN VERSA;FARO DELANTERO;1;144.07;144.07;2024;10;16;3;4;-0.866025404;0.5;0.433883739;-0.900968868;MEDIO;0;0;0;18;
17/10/2024;NISSAN TIDA;PARACHOQUE DELANTERO;1;161.02;161.02;2024;10;17;4;4;-0.866025404;0.5;-0.433883739;-0.900968868;ALTO;0;0;0;14;
18/10/2024;NISSAN TIDA;PARACHOQUE DELANTERO;1;161.02;161.02;2024;10;18;5;4;-0.866025404;0.5;-0.974927912;-0.222520934;ALTO;0;0;0;14;
19/10/2024;N200;FARO POSTERIOR;1;76.27;76.27;2024;10;19;6;4;-0.866025404;0.5;-0.781831482;0.623489802;MEDIO;1;0;0;1;
24/10/2024;NISSAN SENTRA;PARACHOQUE DELANTERO;2;67.8;135.6;2024;10;24;4;4;-0.866025404;0.5;-0.433883739;-0.900968868;MEDIO;0;0;0;41;
24/10/2024;NISSAN SENTRA;FARO DELANTERO;4;55.08;220.32;2024;10;24;4;4;-0.866025404;0.5;-0.433883739;-0.900968868;MEDIO;0;0;0;41;
25/10/2024;SX4;FARO DELANTERO;2;169.49;338.98;2024;10;25;5;4;-0.866025404;0.5;-0.974927912;-0.222520934;ALTO;0;0;1;2;
26/10/2024;TOYOTA;NEBLINEROS;1;84.75;84.75;2024;10;26;6;4;-0.866025404;0.5;-0.781831482;0.623489802;MEDIO;1;0;1;4;
27/10/2024;KIA RIO;RADIADOR;1;169.49;169.49;2024;10;27;0;4;-0.866025404;0.5;0;1;ALTO;1;0;1;57;
3/11/2024;NISSAN SENTRA;FAROS Y PARACHOQUES;1;296.61;296.61;2024;11;3;0;4;-0.5;0.866025404;0;1;ALTO;1;1;0;41;
3/11/2024;NISSAN SENTRA;FAROS;1;101.69;101.69;2024;11;3;0;4;-0.5;0.866025404;0;1;MEDIO;1;1;0;41;
3/11/2024;NISSAN SENTRA;PARACHOQUE POSTERIOR;1;76.27;76.27;2024;11;3;0;4;-0.5;0.866025404;0;1;MEDIO;1;1;0;41;
3/11/2024;NISSAN SENTRA;VIGOTE;1;33.9;33.9;2024;11;3;0;4;-0.5;0.866025404;0;1;ECONOMICO;1;1;0;41;
3/11/2024;NISSAN SENTRA;DIRECCIONAL;1;33.9;33.9;2024;11;3;0;4;-0.5;0.866025404;0;1;ECONOMICO;1;1;0;41;
4/11/2024;HYUNDAY;PARACHOQUE DELANTERO;1;161.02;161.02;2024;11;4;1;4;-0.5;0.866025404;0.781831482;0.623489802;ALTO;0;1;0;7;
4/11/2024;HYUNDAY;FAROS DELANTERO;1;305.08;305.08;2024;11;4;1;4;-0.5;0.866025404;0.781831482;0.623489802;ALTO;0;1;0;7;
4/11/2024;HYUNDAY;FARO DELANTERO;1;305.08;305.08;2024;11;4;1;4;-0.5;0.866025404;0.781831482;0.623489802;ALTO;0;1;0;7;
4/11/2024;HYUNDAY;MÁSCARA;1;144.07;144.07;2024;11;4;1;4;-0.5;0.866025404;0.781831482;0.623489802;MEDIO;0;1;0;7;
5/11/2024;URBAN;FARO DELANTERO;1;296.61;296.61;2024;11;5;2;4;-0.5;0.866025404;0.974927912;-0.222520934;ALTO;0;1;0;1;
6/11/2024;KIA RIO;RADIDOR;1;135.59;135.59;2024;11;6;3;4;-0.5;0.866025404;0.433883739;-0.900968868;MEDIO;0;0;0;57;
7/11/2024;TOYOTA HILUX;FAROS;2;254.24;508.48;2024;11;7;4;4;-0.5;0.866025404;-0.433883739;-0.900968868;ALTO;0;0;0;78;
7/11/2024;TOYOTA HILUX;PARACHOQUE DELANTERO;1;338.98;338.98;2024;11;7;4;4;-0.5;0.866025404;-0.433883739;-0.900968868;ALTO;0;0;0;78;
7/11/2024;TOYOTA HILUX;MÁSCARA;1;220.34;220.34;2024;11;7;4;4;-0.5;0.866025404;-0.433883739;-0.900968868;ALTO;0;0;0;78;
7/11/2024;TOYOTA HILUX;EMBLEMAS;1;169.49;169.49;2024;11;7;4;4;-0.5;0.866025404;-0.433883739;-0.900968868;ALTO;0;0;0;78;
8/11/2024;TOYOTA PROBOX;FARO DELANTERO;1;144.07;144.07;2024;11;8;5;4;-0.5;0.866025404;-0.974927912;-0.222520934;MEDIO;0;0;0;22;
8/11/2024;TOYOTA PROBOX;PARACHOQUE POSTERIOR;1;76.27;76.27;2024;11;8;5;4;-0.5;0.866025404;-0.974927912;-0.222520934;MEDIO;0;0;0;22;
8/11/2024;NISSAN SENTRA;PARACHOQUE Y FAROS;1;288.14;288.14;2024;11;8;5;4;-0.5;0.866025404;-0.974927912;-0.222520934;ALTO;0;0;0;41;
8/11/2024;MITSHUBISI LIBERO;PARACHOQUE DELANTERO;1;110.17;110.17;2024;11;8;5;4;-0.5;0.866025404;-0.974927912;-0.222520934;MEDIO;0;0;0;3;
8/11/2024;MITSHUBISI LIBERO;DIRECCIONAL;1;21.19;21.19;2024;11;8;5;4;-0.5;0.866025404;-0.974927912;-0.222520934;ECONOMICO;0;0;0;3;
10/11/2024;TOYOTA COROLLA;PARACHOQUE;1;59.32;59.32;2024;11;10;0;4;-0.5;0.866025404;0;1;MEDIO;1;0;0;66;
10/11/2024;TOYOTA COROLLA;FARO DELANTERO;1;84.75;84.75;2024;11;10;0;4;-0.5;0.866025404;0;1;MEDIO;1;0;0;66;
10/11/2024;TOYOTA COROLLA;PARACHOQUE POSTERIOR;1;84.75;84.75;2024;11;10;0;4;-0.5;0.866025404;0;1;MEDIO;1;0;0;66;
10/11/2024;TOYOTA COROLLA;DIRECCIONALES;1;29.66;29.66;2024;11;10;0;4;-0.5;0.866025404;0;1;ECONOMICO;1;0;0;66;
10/11/2024;CHEVROLET SAIL;FARO;1;76.27;76.27;2024;11;10;0;4;-0.5;0.866025404;0;1;MEDIO;1;0;0;12;
11/11/2024;CUSTER;FARO DELANTERO;2;186.44;372.88;2024;11;11;1;4;-0.5;0.866025404;0.781831482;0.623489802;ALTO;0;0;0;4;
12/11/2024;CUSTER;FARO POSTERIOR;2;67.8;135.6;2024;11;12;2;4;-0.5;0.866025404;0.974927912;-0.222520934;MEDIO;0;0;0;4;
13/11/2024;NISSAN AD;PARACHOQUE DELANTERO;1;169.49;169.49;2024;11;13;3;4;-0.5;0.866025404;0.433883739;-0.900968868;ALTO;0;0;0;40;
13/11/2024;NISSAN AD;PARACHOQUE POSTERIOR;1;110.17;110.17;2024;11;13;3;4;-0.5;0.866025404;0.433883739;-0.900968868;MEDIO;0;0;0;40;
13/11/2024;NISSAN AD;DIRECCIONAL;1;21.19;21.19;2024;11;13;3;4;-0.5;0.866025404;0.433883739;-0.900968868;ECONOMICO;0;0;0;40;
13/11/2024;KIA SOLUTO;RADIADOR;1;245.76;245.76;2024;11;13;3;4;-0.5;0.866025404;0.433883739;-0.900968868;ALTO;0;0;0;10;
13/11/2024;NISSAN SENTRA;FARO DELANTERO;2;97.46;194.92;2024;11;13;3;4;-0.5;0.866025404;0.433883739;-0.900968868;MEDIO;0;0;0;41;
13/11/2024;NISSAN SENTRA;DIRECCIONALES;2;29.66;59.32;2024;11;13;3;4;-0.5;0.866025404;0.433883739;-0.900968868;ECONOMICO;0;0;0;41;
14/11/2024;NARVA;FOCO LED;1;101.69;101.69;2024;11;14;4;4;-0.5;0.866025404;-0.433883739;-0.900968868;MEDIO;0;0;0;15;
15/11/2024;SUZUKI;FARO POSTERIOR;2;161.02;322.04;2024;11;15;5;4;-0.5;0.866025404;-0.974927912;-0.222520934;ALTO;0;0;0;4;
16/11/2024;CHEVROLET SAIL;MANDIL DE LLANTA;2;29.66;59.32;2024;11;16;6;4;-0.5;0.866025404;-0.781831482;0.623489802;ECONOMICO;1;0;0;12;
25/11/2024;KIA RIO;REJILLA MAS BASE;1;84.75;84.75;2024;11;25;1;4;-0.5;0.866025404;0.781831482;0.623489802;MEDIO;0;0;1;57;
26/11/2024;KIA RIO;MANDILES;1;50.85;50.85;2024;11;26;2;4;-0.5;0.866025404;0.974927912;-0.222520934;MEDIO;0;0;1;57;
27/11/2024;KIA RIO;PARACHOQUE DELANTERO;1;135.59;135.59;2024;11;27;3;4;-0.5;0.866025404;0.433883739;-0.900968868;MEDIO;0;0;1;57;
28/11/2024;KIA RIO;MOTOR DE TANQUE;1;25.42;25.42;2024;11;28;4;4;-0.5;0.866025404;-0.433883739;-0.900968868;ECONOMICO;0;0;1;57;
29/11/2024;HD 75;DIRECCIONAL;2;42.37;84.74;2024;11;29;5;4;-0.5;0.866025404;-0.974927912;-0.222520934;ECONOMICO;0;0;1;1;
1/12/2024;NISSAN SENTRA;FAROS Y PARACHOQUES;1;296.61;296.61;2024;12;1;0;4;-2.4503E-16;1;0;1;ALTO;1;1;0;41;
2/12/2024;NISSAN SENTRA;FARO DELANTERO;1;101.69;101.69;2024;12;2;1;4;-2.4503E-16;1;0.781831482;0.623489802;MEDIO;0;1;0;41;
3/12/2024;NISSAN SENTRA;PARACHOQUE;1;76.27;76.27;2024;12;3;2;4;-2.4503E-16;1;0.974927912;-0.222520934;MEDIO;0;1;0;41;
4/12/2024;NISSAN SENTRA;VIGOTE;1;33.9;33.9;2024;12;4;3;4;-2.4503E-16;1;0.433883739;-0.900968868;ECONOMICO;0;1;0;41;
5/12/2024;NISSAN SENTRA;DIRECCIONAL;1;33.9;33.9;2024;12;5;4;4;-2.4503E-16;1;-0.433883739;-0.900968868;ECONOMICO;0;1;0;41;
6/12/2024;HYUNDAY;PARACHOQUE DELANTERO;1;161.02;161.02;2024;12;6;5;4;-2.4503E-16;1;-0.974927912;-0.222520934;ALTO;0;0;0;7;
6/12/2024;HYUNDAY;FARO DELANTERO;1;305.08;305.08;2024;12;6;5;4;-2.4503E-16;1;-0.974927912;-0.222520934;ALTO;0;0;0;7;
6/12/2024;HYUNDAY;MÁSCARA;1;144.07;144.07;2024;12;6;5;4;-2.4503E-16;1;-0.974927912;-0.222520934;MEDIO;0;0;0;7;
7/12/2024;NISSAN URBAN;FARO DELANTERO;1;296.61;296.61;2024;12;7;6;4;-2.4503E-16;1;-0.781831482;0.623489802;ALTO;1;0;0;1;
8/12/2024;KIA RIO;RADIDOR;1;135.59;135.59;2024;12;8;0;4;-2.4503E-16;1;0;1;MEDIO;1;0;0;57;
11/12/2024;TOYOTA HILUX;FAROS;2;254.24;508.48;2024;12;11;3;4;-2.4503E-16;1;0.433883739;-0.900968868;ALTO;0;0;0;78;
11/12/2024;TOYOTA HILUX;PARACHOQUE DELANTERO;1;338.98;338.98;2024;12;11;3;4;-2.4503E-16;1;0.433883739;-0.900968868;ALTO;0;0;0;78;
11/12/2024;TOYOTA HILUX;MÁSCARA;1;220.34;220.34;2024;12;11;3;4;-2.4503E-16;1;0.433883739;-0.900968868;ALTO;0;0;0;78;
11/12/2024;TOYOTA HILUX;EMBLEMAS;1;169.49;169.49;2024;12;11;3;4;-2.4503E-16;1;0.433883739;-0.900968868;ALTO;0;0;0;78;
15/12/2024;TOYOTA PROBOX;FAROS DELANTEROS;1;144.07;144.07;2024;12;15;0;4;-2.4503E-16;1;0;1;MEDIO;1;0;0;22;
15/12/2024;TOYOTA PROBOX;PARACHOQUE POSTERIOR;1;76.27;76.27;2024;12;15;0;4;-2.4503E-16;1;0;1;MEDIO;1;0;0;22;
17/12/2024;NISSAN SENTRA;PARACHOQUE Y FAROS;1;288.14;288.14;2024;12;17;2;4;-2.4503E-16;1;0.974927912;-0.222520934;ALTO;0;0;0;41;
18/12/2024;NISSAN LIBERO;PARACHOQUE DELANTERO;1;110.17;110.17;2024;12;18;3;4;-2.4503E-16;1;0.433883739;-0.900968868;MEDIO;0;0;0;8;
18/12/2024;NISSAN LIBERO;DIRECCIONAL;1;21.19;21.19;2024;12;18;3;4;-2.4503E-16;1;0.433883739;-0.900968868;ECONOMICO;0;0;0;8;
18/12/2024;TOYOTA COROLLA;PARACHOQUE DELANTERO;1;59.32;59.32;2024;12;18;3;4;-2.4503E-16;1;0.433883739;-0.900968868;MEDIO;0;0;0;66;
18/12/2024;TOYOTA COROLLA;FARO DELANTERO;1;84.75;84.75;2024;12;18;3;4;-2.4503E-16;1;0.433883739;-0.900968868;MEDIO;0;0;0;66;
